"dis_id","Disease","Fiscal Year","Sex","Age Group","Population","Incidence","Prevalence","Mortality with Disease","Mortality without Disease"
6,Asthma,2011,M,80-84,323300,1230,30680,2370,16950
6,Asthma,2011,M,85-89,181380,660,17660,2180,15700
6,Asthma,2011,M,90+,91230,320,7970,1620,12990
6,Asthma,2012,F,1-4,776230,12550,34260,10,170
6,Asthma,2012,F,5-9,954150,8130,102400,20,50
6,Asthma,2012,F,10-14,943800,4340,144750,30,70
6,Asthma,2012,F,15-19,1067950,3670,185120,50,200
6,Asthma,2012,F,20-24,1190720,3570,174540,80,270
6,Asthma,2012,F,25-29,1215540,4070,139650,70,280
6,Asthma,2012,F,30-34,1244940,4350,128610,80,430
6,Asthma,2012,F,35-39,1215740,4560,125620,110,530
6,Asthma,2012,F,40-44,1252360,4660,128530,180,860
6,Asthma,2012,F,45-49,1346980,4890,144200,360,1590
6,Asthma,2012,F,50-54,1416270,4970,152580,570,2660
6,Asthma,2012,F,55-59,1287120,4520,137410,830,3800
6,Asthma,2012,F,60-64,1092060,4220,121000,1080,4830
6,Asthma,2012,F,65-69,901520,3730,104260,1470,6250
6,Asthma,2012,F,70-74,665310,2810,78860,1690,7630
6,Asthma,2012,F,75-79,526300,2240,62590,2130,10070
6,Asthma,2012,F,80-84,438520,1800,51540,2940,15270
6,Asthma,2012,F,85-89,317590,1240,35400,3170,20080
6,Asthma,2012,F,90+,233200,780,22960,3930,29950
6,Asthma,2012,M,1-4,816220,20180,57590,20,190
6,Asthma,2012,M,5-9,1001790,11270,158290,20,60
6,Asthma,2012,M,10-14,991390,4790,215460,20,70
6,Asthma,2012,M,15-19,1124490,2180,255090,130,330
6,Asthma,2012,M,20-24,1237220,2040,208260,160,670
6,Asthma,2012,M,25-29,1239010,2590,134800,120,720
6,Asthma,2012,M,30-34,1220290,2930,90400,110,830
6,Asthma,2012,M,35-39,1196190,3220,81250,130,970
6,Asthma,2012,M,40-44,1254330,3180,83180,170,1470
6,Asthma,2012,M,45-49,1357540,3420,91980,300,2460
6,Asthma,2012,M,50-54,1419990,3690,95050,470,4370
6,Asthma,2012,M,55-59,1274880,3290,82970,670,6330
6,Asthma,2012,M,60-64,1064950,2910,70420,940,8290
6,Asthma,2012,M,65-69,864870,2770,61320,1230,10250
6,Asthma,2012,M,70-74,611430,2070,47980,1480,11510
6,Asthma,2012,M,75-79,450480,1570,39220,1880,13740
6,Asthma,2012,M,80-84,331870,1260,31870,2560,17460
6,Asthma,2012,M,85-89,189610,660,18550,2190,16570
6,Asthma,2012,M,90+,98610,360,8760,1760,14120
6,Asthma,2013,F,1-4,774910,12020,31950,10,200
6,Asthma,2013,F,5-9,976420,7900,99800,20,70
6,Asthma,2013,F,10-14,945060,4150,140450,30,70
6,Asthma,2013,F,15-19,1053420,3650,183370,50,180
6,Asthma,2013,F,20-24,1197790,3540,183100,60,290
6,Asthma,2013,F,25-29,1227100,4050,146740,90,310
6,Asthma,2013,F,30-34,1271260,4500,134170,90,400
6,Asthma,2013,F,35-39,1233870,4560,130090,110,550
6,Asthma,2013,F,40-44,1247790,4770,131400,150,850
6,Asthma,2013,F,45-49,1312040,4920,142840,310,1460
6,Asthma,2013,F,50-54,1432200,5050,158750,570,2510
6,Asthma,2013,F,55-59,1318070,4850,144330,800,3860
6,Asthma,2013,F,60-64,1124730,4390,127010,1080,4870
6,Asthma,2013,F,65-69,948700,3950,111470,1490,6420
6,Asthma,2013,F,70-74,696300,2890,84460,1770,7760
6,Asthma,2013,F,75-79,538860,2300,65100,2160,9970
6,Asthma,2013,F,80-84,441040,1790,53090,2880,14790
6,Asthma,2013,F,85-89,320480,1220,36680,3280,19310
6,Asthma,2013,F,90+,245340,870,24820,4080,30290
6,Asthma,2013,M,1-4,817240,19320,53820,10,190
6,Asthma,2013,M,5-9,1025510,11210,154760,20,70
6,Asthma,2013,M,10-14,993200,4680,209270,20,60
6,Asthma,2013,M,15-19,1107520,2100,254740,90,280
6,Asthma,2013,M,20-24,1247810,1980,223050,150,590
6,Asthma,2013,M,25-29,1257340,2640,148830,120,700
6,Asthma,2013,M,30-34,1250720,3080,98490,120,810
6,Asthma,2013,M,35-39,1214760,3130,84450,130,910
6,Asthma,2013,M,40-44,1249870,3230,85150,160,1360
6,Asthma,2013,M,45-49,1320590,3290,91570,280,2420
6,Asthma,2013,M,50-54,1440140,3650,99940,500,4020
6,Asthma,2013,M,55-59,1308750,3440,88100,710,6210
6,Asthma,2013,M,60-64,1094010,3030,74300,930,8350
6,Asthma,2013,M,65-69,908000,2800,65230,1230,10470
6,Asthma,2013,M,70-74,642780,2220,50990,1450,11810
6,Asthma,2013,M,75-79,463610,1700,40550,1840,13750
6,Asthma,2013,M,80-84,338890,1270,32740,2410,16760
6,Asthma,2013,M,85-89,196880,760,19470,2290,16330
6,Asthma,2013,M,90+,105580,370,9630,1840,14400
6,Asthma,2014,F,1-4,778120,12440,31210,10,170
6,Asthma,2014,F,5-9,994710,8100,97710,10,50
6,Asthma,2014,F,10-14,947850,4400,135830,10,60
6,Asthma,2014,F,15-19,1038110,3850,178790,50,140
6,Asthma,2014,F,20-24,1196600,3450,190950,70,220
6,Asthma,2014,F,25-29,1246770,4080,155860,90,370
6,Asthma,2014,F,30-34,1290470,4320,139020,110,460
6,Asthma,2014,F,35-39,1253230,4480,134150,140,550
6,Asthma,2014,F,40-44,1245590,4530,134550,190,860
6,Asthma,2014,F,45-49,1282540,4710,142020,300,1370
6,Asthma,2014,F,50-54,1437170,4940,163810,570,2470
6,Asthma,2014,F,55-59,1342870,4680,150940,890,3880
6,Asthma,2014,F,60-64,1161620,4480,133440,1240,5140
6,Asthma,2014,F,65-69,994970,4320,119430,1600,6680
6,Asthma,2014,F,70-74,726340,3080,89840,1910,8120
6,Asthma,2014,F,75-79,551670,2320,68180,2230,10220
6,Asthma,2014,F,80-84,443330,1800,54640,3070,15290
6,Asthma,2014,F,85-89,321790,1220,37830,3500,20430
6,Asthma,2014,F,90+,249100,890,26480,4720,33270
6,Asthma,2014,M,1-4,819360,20240,53030,20,160
6,Asthma,2014,M,5-9,1045300,11580,151340,20,60
6,Asthma,2014,M,10-14,995810,4880,202730,30,70
6,Asthma,2014,M,15-19,1090310,2080,248620,110,280
6,Asthma,2014,M,20-24,1249180,1960,238800,160,570
6,Asthma,2014,M,25-29,1278790,2510,163490,140,680
6,Asthma,2014,M,30-34,1273070,2950,107910,110,790
6,Asthma,2014,M,35-39,1232990,3090,87790,110,970
6,Asthma,2014,M,40-44,1244750,3100,87160,150,1280
6,Asthma,2014,M,45-49,1290600,3160,91690,280,2190
6,Asthma,2014,M,50-54,1446130,3600,103660,460,3950
6,Asthma,2014,M,55-59,1335410,3540,93080,690,6040
6,Asthma,2014,M,60-64,1129410,3220,78970,930,8290
6,Asthma,2014,M,65-69,951180,3070,69550,1300,11040
6,Asthma,2014,M,70-74,673720,2290,54370,1640,12380
6,Asthma,2014,M,75-79,477450,1650,42070,1880,14030
6,Asthma,2014,M,80-84,344930,1310,33530,2610,17540
6,Asthma,2014,M,85-89,202170,780,20300,2450,17550
6,Asthma,2014,M,90+,106340,420,10360,2050,15870
6,Asthma,2015,F,1-4,780570,12100,30550,10,140
6,Asthma,2015,F,5-9,1011420,7850,95750,10,60
6,Asthma,2015,F,10-14,960590,4540,132210,20,80
6,Asthma,2015,F,15-19,1020640,3790,172730,60,180
6,Asthma,2015,F,20-24,1188110,3350,196100,70,280
6,Asthma,2015,F,25-29,1265740,3910,165930,100,340
6,Asthma,2015,F,30-34,1304050,4260,143740,90,440
6,Asthma,2015,F,35-39,1272870,4320,138370,140,570
6,Asthma,2015,F,40-44,1240740,4440,137010,200,840
6,Asthma,2015,F,45-49,1276620,4480,143710,330,1300
6,Asthma,2015,F,50-54,1418120,4820,165570,640,2570
6,Asthma,2015,F,55-59,1371020,4760,158380,920,3930
6,Asthma,2015,F,60-64,1199130,4460,140240,1210,5300
6,Asthma,2015,F,65-69,1038400,4220,126690,1680,6980
6,Asthma,2015,F,70-74,755490,3090,95060,1960,8260
6,Asthma,2015,F,75-79,568560,2290,71680,2260,10310
6,Asthma,2015,F,80-84,445810,1790,55980,3010,14640
6,Asthma,2015,F,85-89,325420,1240,39160,3340,19260
6,Asthma,2015,F,90+,254330,860,27770,4400,31650
6,Asthma,2015,M,1-4,822580,19500,51740,20,200
6,Asthma,2015,M,5-9,1063770,10950,148520,20,80
6,Asthma,2015,M,10-14,1008210,4760,196740,30,80
6,Asthma,2015,M,15-19,1073220,2020,240910,110,300
6,Asthma,2015,M,20-24,1239000,1870,250040,220,670
6,Asthma,2015,M,25-29,1299810,2500,179430,180,840
6,Asthma,2015,M,30-34,1290180,2880,118650,150,970
6,Asthma,2015,M,35-39,1252630,2980,91320,140,1040
6,Asthma,2015,M,40-44,1236160,3120,89070,190,1450
6,Asthma,2015,M,45-49,1282420,3130,92920,260,2310
6,Asthma,2015,M,50-54,1429810,3480,105510,550,4100
6,Asthma,2015,M,55-59,1363980,3560,98770,780,6360
6,Asthma,2015,M,60-64,1167630,3280,83970,1050,8930
6,Asthma,2015,M,65-69,991920,3140,74070,1290,11330
6,Asthma,2015,M,70-74,702890,2290,57360,1670,12500
6,Asthma,2015,M,75-79,493890,1780,43700,1960,14090
6,Asthma,2015,M,80-84,350750,1240,34140,2380,17040
6,Asthma,2015,M,85-89,210350,760,21320,2440,17540
6,Asthma,2015,M,90+,109620,350,11060,2080,16070
6,Asthma,2016,F,1-4,749840,11490,28880,10,150
6,Asthma,2016,F,5-9,981430,7450,89680,10,60
6,Asthma,2016,F,10-14,941970,4280,124600,10,80
6,Asthma,2016,F,15-19,975630,3350,162170,40,170
6,Asthma,2016,F,20-24,1136510,3000,191750,80,240
6,Asthma,2016,F,25-29,1241700,3710,171110,80,330
6,Asthma,2016,F,30-34,1271960,3900,144430,120,440
6,Asthma,2016,F,35-39,1257300,4070,138390,140,560
6,Asthma,2016,F,40-44,1210330,4000,137000,170,790
6,Asthma,2016,F,45-49,1240790,4130,142080,320,1310
6,Asthma,2016,F,50-54,1351330,4360,161490,600,2360
6,Asthma,2016,F,55-59,1352130,4420,160560,940,3700
6,Asthma,2016,F,60-64,1202490,4460,143660,1230,5100
6,Asthma,2016,F,65-69,1025570,4090,127150,1700,6810
6,Asthma,2016,F,70-74,792090,3240,101770,2020,8540
6,Asthma,2016,F,75-79,574070,2300,74210,2370,10440
6,Asthma,2016,F,80-84,435850,1700,56090,2860,14140
6,Asthma,2016,F,85-89,321470,1190,39790,3340,19400
6,Asthma,2016,F,90+,256280,850,28800,4820,33480
6,Asthma,2016,M,1-4,789880,17990,48510,10,200
6,Asthma,2016,M,5-9,1032810,10110,138730,10,70
6,Asthma,2016,M,10-14,988860,4530,185470,40,80
6,Asthma,2016,M,15-19,1024830,1900,225860,80,260
6,Asthma,2016,M,20-24,1186830,1710,249210,200,600
6,Asthma,2016,M,25-29,1277000,2250,189650,200,870
6,Asthma,2016,M,30-34,1259370,2690,125430,170,1000
6,Asthma,2016,M,35-39,1234860,2830,93010,120,1170
6,Asthma,2016,M,40-44,1199900,2740,88520,170,1400
6,Asthma,2016,M,45-49,1244540,2810,92040,270,2180
6,Asthma,2016,M,50-54,1361810,3280,103380,460,3900
6,Asthma,2016,M,55-59,1345490,3340,101010,780,6050
6,Asthma,2016,M,60-64,1170230,3310,86700,1010,8570
6,Asthma,2016,M,65-69,977860,3060,74630,1400,11300
6,Asthma,2016,M,70-74,737920,2390,60800,1620,12830
6,Asthma,2016,M,75-79,501550,1710,44820,1930,14200
6,Asthma,2016,M,80-84,346440,1180,33660,2380,16730
6,Asthma,2016,M,85-89,212930,740,22030,2510,17910
6,Asthma,2016,M,90+,113350,360,11510,2300,17100
7,Chronic obstructive pulmonary disease,2000,F,35-39,1362720,5040,15730,60,810
7,Chronic obstructive pulmonary disease,2000,F,40-44,1362370,5780,33260,130,1210
7,Chronic obstructive pulmonary disease,2000,F,45-49,1217750,6480,38230,250,1670
7,Chronic obstructive pulmonary disease,2000,F,50-54,1077730,7580,45440,480,2430
7,Chronic obstructive pulmonary disease,2000,F,55-59,818660,7990,48830,750,2690
7,Chronic obstructive pulmonary disease,2000,F,60-64,664960,8130,52860,1260,3160
7,Chronic obstructive pulmonary disease,2000,F,65-69,603510,8960,61250,2020,4390
7,Chronic obstructive pulmonary disease,2000,F,70-74,562420,9870,69460,3430,6330
7,Chronic obstructive pulmonary disease,2000,F,75-79,493360,9850,70790,4870,9400
7,Chronic obstructive pulmonary disease,2000,F,80-84,343140,7580,54370,5250,11830
7,Chronic obstructive pulmonary disease,2000,F,85-89,213600,5130,35670,5110,13780
7,Chronic obstructive pulmonary disease,2000,F,90+,126610,3060,20000,4430,16830
7,Chronic obstructive pulmonary disease,2000,M,35-39,1370090,4590,13790,70,1500
7,Chronic obstructive pulmonary disease,2000,M,40-44,1364710,5350,29950,180,1980
7,Chronic obstructive pulmonary disease,2000,M,45-49,1214830,6370,36260,350,2690
7,Chronic obstructive pulmonary disease,2000,M,50-54,1079260,8050,45120,690,3660
7,Chronic obstructive pulmonary disease,2000,M,55-59,818820,8550,51230,1210,4290
7,Chronic obstructive pulmonary disease,2000,M,60-64,643990,9570,59220,2000,5240
7,Chronic obstructive pulmonary disease,2000,M,65-69,565710,11160,73830,3580,6850
7,Chronic obstructive pulmonary disease,2000,M,70-74,483850,11710,84900,5880,8730
7,Chronic obstructive pulmonary disease,2000,M,75-79,359850,10360,79770,7500,10030
7,Chronic obstructive pulmonary disease,2000,M,80-84,211300,6960,54470,7380,9370
7,Chronic obstructive pulmonary disease,2000,M,85-89,107350,3860,29810,5540,7650
7,Chronic obstructive pulmonary disease,2000,M,90+,45520,1670,12320,3260,5960
7,Chronic obstructive pulmonary disease,2001,F,35-39,1334080,4650,15080,60,870
7,Chronic obstructive pulmonary disease,2001,F,40-44,1383760,5480,36570,140,1230
7,Chronic obstructive pulmonary disease,2001,F,45-49,1256230,6520,43580,280,1770
7,Chronic obstructive pulmonary disease,2001,F,50-54,1092820,7320,49900,500,2270
7,Chronic obstructive pulmonary disease,2001,F,55-59,879500,7760,55710,850,2770
7,Chronic obstructive pulmonary disease,2001,F,60-64,688530,7640,58410,1270,3140
7,Chronic obstructive pulmonary disease,2001,F,65-69,603070,8320,65130,2170,4280
7,Chronic obstructive pulmonary disease,2001,F,70-74,567670,9300,74930,3620,6280
7,Chronic obstructive pulmonary disease,2001,F,75-79,495390,9090,75360,4960,9200
7,Chronic obstructive pulmonary disease,2001,F,80-84,362060,7370,60820,5630,12190
7,Chronic obstructive pulmonary disease,2001,F,85-89,219810,5050,39410,5650,13580
7,Chronic obstructive pulmonary disease,2001,F,90+,133020,2950,22720,4870,17030
7,Chronic obstructive pulmonary disease,2001,M,35-39,1341460,4160,13250,60,1450
7,Chronic obstructive pulmonary disease,2001,M,40-44,1388370,5190,32940,200,2060
7,Chronic obstructive pulmonary disease,2001,M,45-49,1253790,6280,40750,380,2790
7,Chronic obstructive pulmonary disease,2001,M,50-54,1093710,7490,49230,690,3630
7,Chronic obstructive pulmonary disease,2001,M,55-59,879040,8500,57820,1280,4530
7,Chronic obstructive pulmonary disease,2001,M,60-64,668480,8990,64670,2090,5300
7,Chronic obstructive pulmonary disease,2001,M,65-69,565550,9940,76410,3550,6580
7,Chronic obstructive pulmonary disease,2001,M,70-74,494590,10890,89760,6060,8440
7,Chronic obstructive pulmonary disease,2001,M,75-79,366860,9620,83820,7680,9760
7,Chronic obstructive pulmonary disease,2001,M,80-84,224800,6580,59720,7660,9500
7,Chronic obstructive pulmonary disease,2001,M,85-89,111180,3720,32100,5930,7810
7,Chronic obstructive pulmonary disease,2001,M,90+,48090,1680,13740,3650,5710
7,Chronic obstructive pulmonary disease,2002,F,35-39,1294570,4160,13980,50,760
7,Chronic obstructive pulmonary disease,2002,F,40-44,1401880,5140,38520,160,1230
7,Chronic obstructive pulmonary disease,2002,F,45-49,1293930,5900,48160,290,1820
7,Chronic obstructive pulmonary disease,2002,F,50-54,1112990,6570,53610,530,2310
7,Chronic obstructive pulmonary disease,2002,F,55-59,935800,7280,61990,910,2880
7,Chronic obstructive pulmonary disease,2002,F,60-64,717890,7470,64020,1430,3380
7,Chronic obstructive pulmonary disease,2002,F,65-69,608150,7360,68530,2210,4130
7,Chronic obstructive pulmonary disease,2002,F,70-74,569630,8180,78070,3540,6010
7,Chronic obstructive pulmonary disease,2002,F,75-79,499520,8270,79370,5200,9040
7,Chronic obstructive pulmonary disease,2002,F,80-84,379830,6970,66620,6080,12380
7,Chronic obstructive pulmonary disease,2002,F,85-89,223730,4650,42270,5800,13700
7,Chronic obstructive pulmonary disease,2002,F,90+,140580,2920,25560,5620,17520
7,Chronic obstructive pulmonary disease,2002,M,35-39,1300170,3670,12160,60,1350
7,Chronic obstructive pulmonary disease,2002,M,40-44,1407000,4740,34480,200,2050
7,Chronic obstructive pulmonary disease,2002,M,45-49,1293460,5820,44760,440,2760
7,Chronic obstructive pulmonary disease,2002,M,50-54,1112110,7100,53100,730,3750
7,Chronic obstructive pulmonary disease,2002,M,55-59,933330,8160,63510,1320,4610
7,Chronic obstructive pulmonary disease,2002,M,60-64,699520,8410,69740,2270,5260
7,Chronic obstructive pulmonary disease,2002,M,65-69,570740,8860,78690,3670,6370
7,Chronic obstructive pulmonary disease,2002,M,70-74,501330,9780,92420,5970,8250
7,Chronic obstructive pulmonary disease,2002,M,75-79,377080,8960,87940,7910,9610
7,Chronic obstructive pulmonary disease,2002,M,80-84,237790,6400,64380,7910,9720
7,Chronic obstructive pulmonary disease,2002,M,85-89,113470,3320,33530,6060,7690
7,Chronic obstructive pulmonary disease,2002,M,90+,51460,1560,15060,4030,5720
7,Chronic obstructive pulmonary disease,2003,F,35-39,1255940,3840,12700,40,740
7,Chronic obstructive pulmonary disease,2003,F,40-44,1415660,5240,39790,150,1250
7,Chronic obstructive pulmonary disease,2003,F,45-49,1324470,6100,52410,320,1780
7,Chronic obstructive pulmonary disease,2003,F,50-54,1145170,6620,58210,570,2440
7,Chronic obstructive pulmonary disease,2003,F,55-59,982560,7660,67450,940,3030
7,Chronic obstructive pulmonary disease,2003,F,60-64,749150,7750,69720,1520,3460
7,Chronic obstructive pulmonary disease,2003,F,65-69,620380,7520,72890,2270,4180
7,Chronic obstructive pulmonary disease,2003,F,70-74,570400,8330,81310,3710,6050
7,Chronic obstructive pulmonary disease,2003,F,75-79,501410,8430,83050,5430,8890
7,Chronic obstructive pulmonary disease,2003,F,80-84,395930,7260,72360,6510,12660
7,Chronic obstructive pulmonary disease,2003,F,85-89,227860,4840,45060,6290,13640
7,Chronic obstructive pulmonary disease,2003,F,90+,148350,3110,28560,6450,18160
7,Chronic obstructive pulmonary disease,2003,M,35-39,1260000,3430,11120,70,1370
7,Chronic obstructive pulmonary disease,2003,M,40-44,1424200,4690,35380,200,1980
7,Chronic obstructive pulmonary disease,2003,M,45-49,1326820,5850,48490,410,2910
7,Chronic obstructive pulmonary disease,2003,M,50-54,1140740,6850,56860,800,3730
7,Chronic obstructive pulmonary disease,2003,M,55-59,977800,8240,68700,1320,4830
7,Chronic obstructive pulmonary disease,2003,M,60-64,732320,8760,74950,2350,5340
7,Chronic obstructive pulmonary disease,2003,M,65-69,582350,9030,81950,3530,6400
7,Chronic obstructive pulmonary disease,2003,M,70-74,506140,9780,94790,5930,8460
7,Chronic obstructive pulmonary disease,2003,M,75-79,386430,8800,91400,8160,9670
7,Chronic obstructive pulmonary disease,2003,M,80-84,250460,6490,68920,8490,10270
7,Chronic obstructive pulmonary disease,2003,M,85-89,116220,3320,35160,6280,7750
7,Chronic obstructive pulmonary disease,2003,M,90+,55090,1620,16240,4250,6220
7,Chronic obstructive pulmonary disease,2004,F,35-39,1225800,3660,11570,50,680
7,Chronic obstructive pulmonary disease,2004,F,40-44,1420290,5280,40230,170,1090
7,Chronic obstructive pulmonary disease,2004,F,45-49,1350990,6140,56250,320,1790
7,Chronic obstructive pulmonary disease,2004,F,50-54,1182760,7070,63260,540,2460
7,Chronic obstructive pulmonary disease,2004,F,55-59,1029100,8030,73490,960,3060
7,Chronic obstructive pulmonary disease,2004,F,60-64,780360,7850,75540,1470,3450
7,Chronic obstructive pulmonary disease,2004,F,65-69,632610,7630,76940,2260,4060
7,Chronic obstructive pulmonary disease,2004,F,70-74,570640,8150,84150,3600,5710
7,Chronic obstructive pulmonary disease,2004,F,75-79,503930,8120,86470,5360,8380
7,Chronic obstructive pulmonary disease,2004,F,80-84,406250,7380,77100,6840,12500
7,Chronic obstructive pulmonary disease,2004,F,85-89,236260,4690,48160,6360,13600
7,Chronic obstructive pulmonary disease,2004,F,90+,156310,3250,31460,6840,18210
7,Chronic obstructive pulmonary disease,2004,M,35-39,1228890,3370,10270,60,1270
7,Chronic obstructive pulmonary disease,2004,M,40-44,1430320,4830,35440,190,2090
7,Chronic obstructive pulmonary disease,2004,M,45-49,1354290,5900,51820,430,2920
7,Chronic obstructive pulmonary disease,2004,M,50-54,1177280,7140,61340,800,3780
7,Chronic obstructive pulmonary disease,2004,M,55-59,1022740,8430,74220,1510,4840
7,Chronic obstructive pulmonary disease,2004,M,60-64,765540,8680,79940,2400,5520
7,Chronic obstructive pulmonary disease,2004,M,65-69,595190,8910,85160,3460,6170
7,Chronic obstructive pulmonary disease,2004,M,70-74,509260,9180,96520,5870,7860
7,Chronic obstructive pulmonary disease,2004,M,75-79,395430,8780,94360,7870,9380
7,Chronic obstructive pulmonary disease,2004,M,80-84,259900,6530,72740,8690,10190
7,Chronic obstructive pulmonary disease,2004,M,85-89,121700,3450,37520,6420,7790
7,Chronic obstructive pulmonary disease,2004,M,90+,58950,1630,17590,4540,6330
7,Chronic obstructive pulmonary disease,2005,F,35-39,1222620,3580,10970,50,680
7,Chronic obstructive pulmonary disease,2005,F,40-44,1405760,5010,38660,140,1240
7,Chronic obstructive pulmonary disease,2005,F,45-49,1383660,6300,60650,370,1830
7,Chronic obstructive pulmonary disease,2005,F,50-54,1223790,6900,68560,610,2430
7,Chronic obstructive pulmonary disease,2005,F,55-59,1075930,7900,78960,1030,3050
7,Chronic obstructive pulmonary disease,2005,F,60-64,810720,7960,81300,1570,3460
7,Chronic obstructive pulmonary disease,2005,F,65-69,649570,7420,81330,2270,4000
7,Chronic obstructive pulmonary disease,2005,F,70-74,571200,7650,86800,3550,5570
7,Chronic obstructive pulmonary disease,2005,F,75-79,508410,7650,89560,5260,8320
7,Chronic obstructive pulmonary disease,2005,F,80-84,412750,7010,80510,6660,12020
7,Chronic obstructive pulmonary disease,2005,F,85-89,249310,4590,52220,6320,13330
7,Chronic obstructive pulmonary disease,2005,F,90+,163510,3240,34100,7030,17890
7,Chronic obstructive pulmonary disease,2005,M,35-39,1222280,3190,9670,40,1220
7,Chronic obstructive pulmonary disease,2005,M,40-44,1417490,4550,34380,180,2060
7,Chronic obstructive pulmonary disease,2005,M,45-49,1386580,6160,55420,420,2860
7,Chronic obstructive pulmonary disease,2005,M,50-54,1218670,7210,65960,850,3870
7,Chronic obstructive pulmonary disease,2005,M,55-59,1068030,8760,79780,1500,4940
7,Chronic obstructive pulmonary disease,2005,M,60-64,797030,8670,84510,2350,5510
7,Chronic obstructive pulmonary disease,2005,M,65-69,612650,8610,88790,3530,6040
7,Chronic obstructive pulmonary disease,2005,M,70-74,512230,8830,97720,5430,7540
7,Chronic obstructive pulmonary disease,2005,M,75-79,406710,8300,97310,7610,9290
7,Chronic obstructive pulmonary disease,2005,M,80-84,268510,6180,75860,8530,9670
7,Chronic obstructive pulmonary disease,2005,M,85-89,130020,3450,40410,6590,7770
7,Chronic obstructive pulmonary disease,2005,M,90+,62480,1560,18810,4500,6290
7,Chronic obstructive pulmonary disease,2006,F,35-39,1208930,3430,10460,50,660
7,Chronic obstructive pulmonary disease,2006,F,40-44,1365600,4890,36980,160,1170
7,Chronic obstructive pulmonary disease,2006,F,45-49,1394490,6410,63750,350,1850
7,Chronic obstructive pulmonary disease,2006,F,50-54,1255430,7080,73760,610,2580
7,Chronic obstructive pulmonary disease,2006,F,55-59,1085140,7830,82190,1040,3090
7,Chronic obstructive pulmonary disease,2006,F,60-64,867060,7970,88560,1690,3650
7,Chronic obstructive pulmonary disease,2006,F,65-69,670320,7410,86460,2420,4070
7,Chronic obstructive pulmonary disease,2006,F,70-74,571050,7310,88650,3570,5380
7,Chronic obstructive pulmonary disease,2006,F,75-79,513410,7300,92690,5390,8080
7,Chronic obstructive pulmonary disease,2006,F,80-84,415860,6540,83000,7030,12110
7,Chronic obstructive pulmonary disease,2006,F,85-89,265380,4720,57060,7150,13950
7,Chronic obstructive pulmonary disease,2006,F,90+,171390,3060,36710,7800,18810
7,Chronic obstructive pulmonary disease,2006,M,35-39,1207650,3150,9390,40,1260
7,Chronic obstructive pulmonary disease,2006,M,40-44,1375570,4420,32720,180,1930
7,Chronic obstructive pulmonary disease,2006,M,45-49,1396760,6010,57820,480,2840
7,Chronic obstructive pulmonary disease,2006,M,50-54,1248760,7270,70240,880,3930
7,Chronic obstructive pulmonary disease,2006,M,55-59,1075180,8480,82810,1560,4970
7,Chronic obstructive pulmonary disease,2006,M,60-64,851200,9020,91320,2490,5760
7,Chronic obstructive pulmonary disease,2006,M,65-69,633590,8600,93260,3670,6170
7,Chronic obstructive pulmonary disease,2006,M,70-74,513990,8370,98290,5420,7450
7,Chronic obstructive pulmonary disease,2006,M,75-79,417880,7970,100300,7940,9270
7,Chronic obstructive pulmonary disease,2006,M,80-84,276590,6160,78550,8950,10070
7,Chronic obstructive pulmonary disease,2006,M,85-89,140480,3410,43860,7170,8370
7,Chronic obstructive pulmonary disease,2006,M,90+,66250,1580,20210,5110,6790
7,Chronic obstructive pulmonary disease,2007,F,35-39,1199220,3580,10350,40,630
7,Chronic obstructive pulmonary disease,2007,F,40-44,1318500,5020,35160,130,1170
7,Chronic obstructive pulmonary disease,2007,F,45-49,1405180,6810,66250,410,1900
7,Chronic obstructive pulmonary disease,2007,F,50-54,1287920,7910,79470,700,2460
7,Chronic obstructive pulmonary disease,2007,F,55-59,1100410,8140,86210,1020,3240
7,Chronic obstructive pulmonary disease,2007,F,60-64,919240,8400,95540,1740,3690
7,Chronic obstructive pulmonary disease,2007,F,65-69,696120,7710,92410,2490,4140
7,Chronic obstructive pulmonary disease,2007,F,70-74,575250,7350,91500,3580,5310
7,Chronic obstructive pulmonary disease,2007,F,75-79,516280,7310,94770,5370,7780
7,Chronic obstructive pulmonary disease,2007,F,80-84,420260,6470,85450,6960,11550
7,Chronic obstructive pulmonary disease,2007,F,85-89,279700,4690,60960,7440,14480
7,Chronic obstructive pulmonary disease,2007,F,90+,178070,3000,38830,7840,19000
7,Chronic obstructive pulmonary disease,2007,M,35-39,1196130,3480,9590,60,1210
7,Chronic obstructive pulmonary disease,2007,M,40-44,1325910,4730,31300,170,1850
7,Chronic obstructive pulmonary disease,2007,M,45-49,1407460,6650,59830,470,2880
7,Chronic obstructive pulmonary disease,2007,M,50-54,1282620,8010,75270,930,4070
7,Chronic obstructive pulmonary disease,2007,M,55-59,1087930,8750,86300,1540,5100
7,Chronic obstructive pulmonary disease,2007,M,60-64,900760,9510,97900,2510,5960
7,Chronic obstructive pulmonary disease,2007,M,65-69,660670,9010,98420,3810,6390
7,Chronic obstructive pulmonary disease,2007,M,70-74,518810,8220,99750,5220,7320
7,Chronic obstructive pulmonary disease,2007,M,75-79,425750,7880,101860,7740,9310
7,Chronic obstructive pulmonary disease,2007,M,80-84,286320,6010,81330,8830,10010
7,Chronic obstructive pulmonary disease,2007,M,85-89,149830,3480,46890,7470,8600
7,Chronic obstructive pulmonary disease,2007,M,90+,69350,1580,21170,5080,6660
